wv,flux
0.1999949961900711,2.2178737492083276e+23
0.20200000703334808,2.6250034196621498e+23
0.20401999354362488,2.70412838804548e+23
0.20606020092964172,4.122587054664089e+23
0.20812080800533295,7.941572111708402e+23
0.21020200848579407,8.454666446292021e+23
0.212304025888443,7.755830059777557e+23
0.21442706882953644,1.4231491572139685e+24
0.21657134592533112,9.03834871252237e+23
0.21873705089092255,1.685583159261325e+24
0.22092442214488983,1.2409120127480716e+24
0.22313366830348969,1.4727127131800925e+24
0.22536501288414001,1.836772555813357e+24
0.22761864960193634,1.1526849287195121e+24
0.22989484667778015,1.8118348843531595e+24
0.23219379782676697,1.285940745501861e+24
0.2345157265663147,2.0710520796915714e+24
0.23686088621616364,1.0267852731636512e+24
0.2392295002937317,1.4330849454254077e+24
0.24162179231643677,1.8110699488141456e+24
0.24403800070285797,2.2755767161496468e+24
0.2464783936738968,3.911058420253105e+24
0.24894316494464874,2.4280366340155926e+24
0.2514325976371765,1.7033753588232884e+24
0.2539469301700592,3.693376384643712e+24
0.2564863860607147,3.6136420084915696e+24
0.25905126333236694,5.51355306209982e+24
0.2616417706012726,3.042125074552466e+24
0.2642582058906555,9.280801790198503e+24
0.26690077781677246,1.5106930769404375e+25
0.2695697844028473,1.6563195131761002e+25
0.2722654938697815,9.569270478987162e+24
0.2749881446361542,6.728380145732007e+24
0.2777380049228668,6.983281864780615e+24
0.2805154025554657,5.990693962466987e+24
0.2833205461502075,1.1908558538006203e+25
0.28615376353263855,1.1910974549570335e+25
0.2890152931213379,6.253410458572561e+25
0.2919054329395294,6.356018285332278e+25
0.2948245108127594,2.497336258202578e+25
0.29777273535728455,2.4893257613425183e+25
0.3007504642009735,5.9891429342680625e+25
0.3037579655647278,4.651751868429966e+25
0.30679556727409363,6.409092149006852e+25
0.30986350774765015,7.400635388087215e+25
0.312962144613266,4.8743809754851165e+25
0.31609177589416504,8.813686922201828e+25
0.31925269961357117,8.129238886993764e+25
0.32244521379470825,7.410673896327317e+25
0.32566967606544495,9.943603227200632e+25
0.32892635464668274,1.0903276051089046e+26
0.33221563696861267,1.0872109838471224e+26
0.33553779125213623,4.1838986651200174e+25
0.33889317512512207,3.807110008227897e+25
0.34228208661079407,4.520391174532353e+25
0.34570491313934326,1.1805202204646932e+26
0.34916195273399353,5.159807068442213e+25
0.3526535928249359,8.49916648842443e+25
0.3561801314353943,1.3315653750927142e+26
0.3597419261932373,4.3779409128441654e+25
0.3633393347263336,4.853203020209151e+25
0.36697274446487427,1.3213564986163169e+26
0.37064245343208313,1.6066992509846024e+26
0.37434887886047363,6.040215778436739e+25
0.37809237837791443,1.2443385162960779e+26
0.38187330961227417,6.1539233886789395e+25
0.3856920301914215,9.048636958008574e+25
0.3895489573478699,1.1225422301464067e+26
0.3934444487094879,6.116879234695094e+25
0.3973788917064667,1.2603119546167688e+26
0.4013526737689972,1.799079202807193e+26
0.4053662121295929,1.612006468903285e+26
0.40941986441612244,1.8569133672859242e+26
0.41351404786109924,2.2044986033105787e+26
0.41764920949935913,3.012641544118676e+26
0.42182570695877075,2.3760405458272166e+26
0.42604395747184753,2.9026797267009664e+26
0.4303043782711029,2.2759375414605912e+26
0.43460744619369507,2.231396238773785e+26
0.4389535188674927,1.8996582550385114e+26
0.44334304332733154,2.422150797284231e+26
0.4477764666080475,2.8339096711353856e+26
0.4522542357444763,2.7229965886127274e+26
0.45677676796913147,2.5715596299272218e+26
0.46134454011917114,3.3917094658138896e+26
0.46595799922943115,3.129520891471453e+26
0.4706175625324249,3.5594792494782776e+26
0.47532373666763306,3.5066445558077224e+26
0.48007699847221375,3.47098848144608e+26
0.4848777651786804,2.589125563199006e+26
0.48972654342651367,3.029877436757649e+26
0.4946238100528717,3.262227353764565e+26
0.4995700418949127,2.9837431389105443e+26
0.5045657157897949,3.464396620958575e+26
0.5096113681793213,2.8508385699044346e+26
0.5147075057029724,3.0595203480118256e+26
0.5198546051979065,2.754564823603724e+26
0.5250531435012817,2.832524714665956e+26
0.5303036570549011,3.2200204523664354e+26
0.5356066823005676,2.9754845988930378e+26
0.5409627556800842,2.8605703529188378e+26
0.5463724136352539,3.283676313551965e+26
0.5518361330032349,3.138267856904406e+26
0.5573544502258301,3.029894241244666e+26
0.5629280209541321,3.215152936171546e+26
0.5685573220252991,3.193233636271893e+26
0.574242889881134,3.283896371952261e+26
0.5799853205680847,3.1030584575998045e+26
0.5857851505279541,3.144022681040418e+26
0.5916430354118347,3.2833578004968766e+26
0.5975594520568848,3.044533721665471e+26
0.6035350561141968,3.177319337359444e+26
0.6095703840255737,3.1393382999447444e+26
0.6156660914421082,2.6956357506255108e+26
0.6218227744102478,2.8635060870508655e+26
0.6280409693717957,2.6511692915163066e+26
0.634321391582489,2.9343808933915054e+26
0.6406645774841309,2.763583897829565e+26
0.6470712423324585,2.721815895054041e+26
0.6535419821739197,2.738155469369916e+26
0.6600773930549622,2.764961167462654e+26
0.6666781306266785,2.83951421496249e+26
0.6733449101448059,2.8133060297268723e+26
0.680078387260437,2.694950078605621e+26
0.6868791580200195,2.6708072097256757e+26
0.6937479376792908,2.6077296784349234e+26
0.700685441493988,2.5194984362784317e+26
0.7076922655105591,2.5645796499587226e+26
0.7147692441940308,2.4941701205433633e+26
0.721916913986206,2.3147154568228737e+26
0.729136049747467,2.4439733673314214e+26
0.7364274263381958,2.3194338026447866e+26
0.7437916994094849,2.267383186748862e+26
0.7512296438217163,2.2020970838665245e+26
0.7587419152259827,2.3430762806674494e+26
0.7663293480873108,2.278709372803011e+26
0.773992657661438,2.2714243803784365e+26
0.7817325592041016,2.2444974241305876e+26
0.7895498871803284,2.1635153897295182e+26
0.7974454164505005,2.103716668438628e+26
0.8054198622703552,2.099453990596987e+26
0.8134740591049194,1.9871480421963135e+26
0.8216087818145752,1.9706105167123674e+26
0.8298248648643494,1.9716429245908578e+26
0.8381231427192688,1.9250323972410413e+26
0.8465043306350708,1.7642137861138054e+26
0.8549693822860718,1.8362957350436657e+26
0.8635190725326538,1.7448656087690942e+26
0.8721542954444885,1.7673390980817768e+26
0.880875825881958,1.8108946246886853e+26
0.8896845579147339,1.763337035118977e+26
0.8985814452171326,1.7609639926110046e+26
0.9075672626495361,1.699719891828095e+26
0.9166429042816162,1.673647936302452e+26
0.9258093237876892,1.5661980883813995e+26
0.9350674152374268,1.6203988215123255e+26
0.9444181323051453,1.5382063763260932e+26
0.9538623094558716,1.5061969149020244e+26
0.9634009003639221,1.5105747757471107e+26
0.9730349183082581,1.4458056297352745e+26
0.982765257358551,1.4565399887952335e+26
0.9925929307937622,1.4316609963955418e+26
1.002518892288208,1.349732415097888e+26
1.01254403591156,1.3434892937753368e+26
1.0226694345474243,1.3492609238145416e+26
1.0328961610794067,1.3015771104061974e+26
1.0432251691818237,1.295967850547151e+26
1.0536574125289917,1.2787165943147453e+26
1.0641939640045166,1.1790550767919857e+26
1.0748358964920044,1.1394342301081242e+26
1.085584282875061,1.1985065104029646e+26
1.096440076828003,1.1421340900648692e+26
1.1074044704437256,1.106128280309779e+26
1.118478536605835,1.1285567671399635e+26
1.129663348197937,1.0721198006440567e+26
1.1409599781036377,1.0435244502371003e+26
1.1523696184158325,1.0498330748083971e+26
1.163893222808838,9.75597950719607e+25
1.1755322217941284,9.79974393194824e+25
1.1872875690460205,9.713283496777143e+25
1.1991603374481201,9.241006878467609e+25
1.2111519575119019,9.534865435431125e+25
1.2232635021209717,9.12689195289546e+25
1.235496163368225,8.989703517288533e+25
1.2478511333465576,8.770830073937344e+25
1.2603296041488647,8.73329408953685e+25
1.2729328870773315,8.625127609197239e+25
1.285662293434143,8.220223131918045e+25
1.2985188961029053,8.200022652777239e+25
1.3115040063858032,8.099343609092286e+25
1.3246190547943115,7.742800743428191e+25
1.3378653526306152,7.717926541740572e+25
1.3512439727783203,7.5637744095566975e+25
1.3647563457489014,7.457458245468465e+25
1.378403902053833,7.179247209560105e+25
1.3921879529953003,7.090035839934747e+25
1.4061099290847778,6.800677823041173e+25
1.4201710224151611,6.569085156871897e+25
1.4343726634979248,6.541100762056533e+25
1.448716402053833,6.306632349974236e+25
1.4632035493850708,6.225956493247032e+25
1.4778356552124023,6.221563181282524e+25
1.4926139116287231,5.966358783065969e+25
1.5075401067733765,5.633400849134303e+25
1.5226155519485474,5.6224971843699845e+25
1.5378416776657104,5.486387157889321e+25
1.5532200336456299,5.3697136870012265e+25
1.5687522888183594,5.461522563270276e+25
1.584439754486084,5.06847605281225e+25
1.600284218788147,5.223568099954269e+25
1.6162869930267334,5.054061234884432e+25
1.6324498653411865,4.78913833581333e+25
1.6487743854522705,4.56245467743548e+25
1.6652621030807495,4.590690769481231e+25
1.6819148063659668,4.359705457061203e+25
1.698733925819397,4.380522354798135e+25
1.7157212495803833,4.167330405208701e+25
1.7328784465789795,3.7712182003259827e+25
1.7502073049545288,3.809835422453278e+25
1.7677093744277954,3.723146819403973e+25
1.7853864431381226,3.5686680569086855e+25
1.8032402992248535,3.4317361602468493e+25
1.8212727308273315,3.2784502773661375e+25
1.8394854068756104,3.2034528963335696e+25
1.8578802347183228,3.112187969328553e+25
1.8764591217041016,2.887358738849516e+25
1.895223617553711,2.842197676752612e+25
1.9141758680343628,2.814432642951747e+25
1.9333176612854004,2.758880843689078e+25
1.952650785446167,2.604396442185052e+25
1.9721773862838745,2.4687042292211214e+25
1.9918991327285767,2.48081590626507e+25
2.0118181705474854,2.3816664892013944e+25
2.0319364070892334,2.305400076421585e+25
2.052255630493164,2.2377624393966318e+25
2.0727782249450684,2.134746871695311e+25
2.093506097793579,2.0482943222584394e+25
2.114441156387329,1.9693105230432622e+25
2.1355855464935303,1.9084308181650128e+25
2.1569414138793945,1.846532604734748e+25
2.1785106658935547,1.7807542498158764e+25
2.200295925140381,1.7393971580336295e+25
2.2222988605499268,1.675177914579514e+25
2.2445218563079834,1.6108989596495692e+25
2.2669670581817627,1.547223990080838e+25
2.2896366119384766,1.4255837687181464e+25
2.312533140182495,1.4397397697840812e+25
2.335658311843872,1.3802206413554557e+25
2.3590149879455566,1.3077640604424223e+25
2.3826050758361816,1.2390393065299046e+25
2.406431198120117,1.2124470359594826e+25
2.430495500564575,1.1839911213494534e+25
2.4548003673553467,1.0906299513985872e+25
2.4793484210968018,1.0615207510355279e+25
2.5041418075561523,1.0530873399313712e+25
2.5291833877563477,1.0099780511157622e+25
2.5544750690460205,9.523415884749556e+24
2.580019950866699,9.479321978265706e+24
2.6058201789855957,9.253334267516816e+24
2.63187837600708,8.76552121954753e+24
2.6581971645355225,8.454516853130154e+24
2.684779167175293,8.190577908698807e+24
2.7116267681121826,7.921388101675587e+24
2.7387430667877197,7.724684875065623e+24
2.7661304473876953,7.431744441807473e+24
2.7937917709350586,7.191904033073173e+24
2.821729898452759,6.931967307545369e+24
2.849946975708008,6.703940069179996e+24
2.878446578979492,6.40340592888129e+24
2.907231092453003,6.207003875471007e+24
2.9363033771514893,5.919628010152815e+24
2.9656662940979004,5.778494101203899e+24
2.9953229427337646,5.5212110307317e+24
3.0252761840820312,5.34424430986846e+24
3.0555291175842285,5.142314370521318e+24
3.0860843658447266,4.941802646028647e+24
3.116945266723633,4.773439736308635e+24
3.1481146812438965,4.62142103721604e+24
3.179595708847046,4.4408967332659843e+24
3.2113916873931885,4.236797393168097e+24
3.2435057163238525,4.127305326293425e+24
3.2759406566619873,3.980271635953874e+24
3.3087000846862793,3.7961717007827547e+24
3.341787099838257,3.683054651288933e+24
3.3752050399780273,3.533727927357439e+24
3.408957004547119,3.3514780547838576e+24
3.4430465698242188,3.2783952937243934e+24
3.4774770736694336,3.1639678366797783e+24
3.512251853942871,3.0225689758401526e+24
3.5473742485046387,2.904407680644926e+24
3.582848072052002,2.8170873013571684e+24
3.6186766624450684,2.708105477437507e+24
3.6548633575439453,2.6112513881946084e+24
3.6914119720458984,2.514810134808061e+24
3.7283260822296143,2.4048784552307423e+24
3.7656092643737793,2.3313494522132865e+24
3.803265333175659,2.2418056760231866e+24
3.8412981033325195,2.1641123602028722e+24
3.879711151123047,2.071083450074596e+24
3.9185080528259277,2.0086612267002066e+24
3.957693338394165,1.929703384752746e+24
3.997270107269287,1.853346084877185e+24
4.037242889404297,1.7862108550113058e+24
4.077615261077881,1.6852857120226118e+24
4.118391513824463,1.6534588530724488e+24
4.159575462341309,1.5887714117002627e+24
4.201170921325684,1.5219669722692462e+24
4.24318265914917,1.4723413643884254e+24
4.285614490509033,1.4196332369496852e+24
4.328470706939697,1.3124706417832486e+24
4.371755599975586,1.2394574081885822e+24
4.415472984313965,1.243379962527168e+24
4.459627628326416,1.1669388557679936e+24
4.5042243003845215,1.1315434352915448e+24
4.549266338348389,1.0885244224756883e+24
4.594758987426758,9.967478901914491e+23
4.640706539154053,9.916173242831311e+23
4.6871137619018555,9.823687811305637e+23
4.73398494720459,9.258790767973581e+23
4.781324863433838,8.949117328257079e+23
4.829137802124023,8.433252645750756e+23
4.877429485321045,8.295350628186033e+23
4.926203727722168,8.204857884042464e+23
4.975465774536133,7.729626463491438e+23
5.0252203941345215,7.225179863445906e+23
5.075472354888916,6.794159836431685e+23
5.126227378845215,6.820733053239762e+23
5.177489280700684,6.502280754631727e+23
5.229264259338379,6.349439856714032e+23
5.281557083129883,6.183901165033273e+23
5.334372520446777,5.892014327852049e+23
5.387716293334961,5.674921551005275e+23
5.441593647003174,5.562580767926755e+23
5.495874881744385,5.2903666772543474e+23